195,8.1391e-05
196,8.3083e-05
197,8.4798e-05
198,8.6533e-05
199,8.831e-05
200,9.0044e-05
201,9.1947e-05
202,9.3783e-05
203,9.5641e-05
204,9.7615e-05
205,9.952e-05
206,0.00010145
207,0.0001035
208,0.00010546
209,0.00010756
210,0.00010958
211,0.00011173
212,0.00011381
213,0.000116
214,0.00011823
215,0.00012048
216,0.00012265
217,0.00012496
218,0.00012729
219,0.00012965
220,0.00013203
221,0.00013444
222,0.00013699
223,0.00013946
224,0.00014195
225,0.00014447
226,0.00014714
227,0.00014972
228,0.00015244
229,0.00015508
230,0.00015787
231,0.00016056
232,0.00016341
233,0.00016629
234,0.00016907
235,0.00017201
236,0.00017498
237,0.00017799
238,0.00018101
239,0.00018407
240,0.00018717
241,0.0001903
242,0.00019347
243,0.0001968
244,0.00020003
245,0.00020329
246,0.00020659
247,0.00021006
248,0.00021342
249,0.00021696
250,0.00022053
251,0.000224
252,0.00022764
253,0.00023132
254,0.00023489
255,0.00023865
256,0.00024244
257,0.00024612
258,0.00025014
259,0.00025404
260,0.00025799
261,0.00026197
262,0.00026599
263,0.0002702
264,0.00027428
265,0.00027842
266,0.00028275
267,0.00028697
268,0.00029122
269,0.00029568
270,0.00030018
271,0.00030455
272,0.00030914
273,0.00031359
274,0.00031826
275,0.00032297
276,0.00032772
277,0.0003325
278,0.00033734
279,0.00034223
280,0.00034715
281,0.00035212
282,0.00035714
283,0.0003622
284,0.00036749
285,0.00037264
286,0.00037783
287,0.00038326
288,0.00038855
289,0.00039405
290,0.00039943
291,0.00040505
292,0.00041072
293,0.00041624
294,0.00042201
295,0.00042782
296,0.00043368
297,0.00043939
298,0.00044536
299,0.00045137
300,0.00045741
301,0.00046373
302,0.00046989
303,0.00047611
304,0.00048237
305,0.00048869
306,0.00049527
307,0.0005017
308,0.00050839
309,0.00051492
310,0.00052171
311,0.00052855
312,0.00053524
313,0.0005422
314,0.00054922
315,0.00055607
316,0.0005632
317,0.00057039
318,0.00057764
319,0.00058494
320,0.0005923
321,0.00059969
322,0.00060717
323,0.00061494
324,0.00062253
325,0.00063018
326,0.00063789
327,0.0006459
328,0.00065373
329,0.00066186
